lesson,visual_id,section_id,method,topic,required_facts,content_hash,asset_identity_status,independent_pass_1,independent_pass_2,semantic_status,defect_ids,notes
077,explanation-digital-divide-img-1,explanation-digital-divide,Raster image,"Academic knowledge-point infographic explaining The digital divide is about access, skills and inclusion with a structured visual model.",Device access Some users cannot afford suitable hardware. Connectivity Reliable high-speed internet is not equally available. Digital skills Users may lack confidence or training to use online systems. Accessibility Systems should support users with disabilities or different needs.,0761512a26d3cf312a4c72bb93f3d28e68ee8c23d13f4dac46348fe2ac5b4333,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
077,explanation-environment-img-1,explanation-environment,Raster image,Academic knowledge-point infographic explaining Environmental impacts include energy use and resource consumption with a structured visual model.,"Energy use Devices, networks and data centres consume electricity during operation. Carbon emissions Emissions depend on electricity source, device manufacture and transport. Resource extraction Manufacturing hardware requires metals, rare materials, water and energy. Lifespan Short upgrade cycles increase manufacturing and disposal impact.",8dc8889476d62ac83fe8b7f2ed5a7dcec9085ed12dba224780552f96feb15bd4,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
077,explanation-ewaste-img-1,explanation-ewaste,Raster image,"Academic knowledge-point infographic explaining E-waste is an ethical issue, not just a rubbish-bin issue with a structured visual model.","E-waste Discarded electronic devices and components. Toxic materials Some components contain harmful substances that can pollute soil or water if mishandled. Recycling Responsible recycling can recover materials and reduce landfill, but must be managed safely. Reuse and repair Extending device life reduces demand for new manufacturing.",44eaaf3952d684f2c7f74a323cb3c6173c9658da2562050b490555c3f0266cd8,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
077,explanation-method-img-1,explanation-method,Raster image,Academic knowledge-point infographic explaining Use a balanced impact structure with a structured visual model.,"1. Change Name the computing change, such as automation or online services. 2. Benefit Explain a positive impact for a named stakeholder. 3. Harm Explain a negative impact with a realistic consequence. 4. Mitigation Suggest a practical way to reduce harm. Answer frame: [Technology] benefits [stakeholder] because [reason]. However, it may harm [stakeholder] by [consequence]. This can be reduced by [mitigation].",e4282c0bdd953bbf2e1294741da34d1286c8e77925585f9fe736143141ab94c0,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
077,explanation-social-img-1,explanation-social,Raster image,"Academic knowledge-point infographic explaining Social impacts affect work, communication and daily life with a structured visual model.","Computing change Possible benefit Possible harm Remote work Less commuting, flexible work, access to wider jobs. Isolation, blurred work-life boundaries, unequal home access. Automation Efficiency, safer handling of dangerous or repetitive tasks. Job displacement, need for retraining, deskilling. Online services Access to education, banking, healthcare and communication. Excludes users without devices, internet, skills or accessible design.",d8493917768687bfb8dec2e1592b34ac76e674f580c5efa9f2cec1f5879b01f0,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
078,explanation-compare-img-1,explanation-compare,Raster image,Academic knowledge-point infographic explaining Common contrasts that stop vague answers with a structured visual model.,Contrast Difference Common error Privacy vs security Privacy concerns control of personal data; security protects systems/data from threats. Encryption alone does not answer every privacy ethics question. Copyright vs licence Copyright protects the work; a licence grants permission under conditions. Free to access does not mean free to reuse. Open source vs no owner Open source gives code access and permissions; copyright and licence terms still apply. Do not say open source has no copyright.,11682f5725d96566211167f41a939a293ec3ea80d2e745edbc4dd43147de51fc,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
078,explanation-map-img-1,explanation-map,Raster image,Academic knowledge-point infographic explaining Section 7 topic map with a structured visual model.,"Trigger words Useful answer focus Ethical decisions stakeholders, consent, fairness, responsibility, proportionality benefits, harms, rights, responsibilities and justified judgement Privacy/data protection personal data, monitoring, surveillance, retention, access, consent data collected, purpose, risk, safeguard and transparency IP/licensing copyright, patent, licence, ownership, attribution, infringement what is protected, who owns it, permission and consequences Software ownership",4170e7cff3979759d8f9efc06c3c4e15058e329b8da7bdf4971abb6aeac6c841,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
078,explanation-marking-img-1,explanation-marking,Raster image,Academic knowledge-point infographic explaining What Cambridge-style marking usually rewards with a structured visual model.,"Precise term privacy, copyright, e-waste, digital divide, open source, stakeholder. Scenario link Explain how the issue affects the school, company, user or worker in the question. Consequence Say what happens: exclusion, legal risk, privacy loss, job displacement, reduced emissions. Balance Include both benefit and concern before final judgement in evaluate/discuss questions.",67fca5169f96c9b9c163238dfa9a59a5dbe09fed1b331cc5fd55b4b2c605a309,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
078,explanation-structure-img-1,explanation-structure,Raster image,Academic knowledge-point infographic explaining The five-part evaluation answer with a structured visual model.,"1. Context Use the actual scenario, not a memorised opening sentence. 2. Benefit Explain one advantage for a named stakeholder. 3. Concern Explain one risk, harm or right that may be affected. 4. Safeguard Suggest a condition, limit, policy or technical measure. 5. Judgement Reach a supported conclusion using ""if"", ""provided that"" or ""unless"". Answer frame: Although [benefit] helps [stakeholder], [concern] may harm [stakeholder]. Therefore, [decision] is justified only if [condition/safeguard].",9a864a9932b01c11e9dc65aa2debbd846e0e58f0ee8f0cbd15bf11178acb5ed6,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
079,explanation-compare-img-1,explanation-compare,Raster image,Academic knowledge-point infographic explaining Flat-file vs relational comparison with a structured visual model.,Flat-file Relational Structure Single table Multiple linked tables Redundancy More likely because related details are repeated Reduced because shared data can be stored once Consistency Harder to maintain if repeated values are updated differently Improved because updates can be made in one relevant table Complexity,fff6c11b0dc991d1b60a20d1bee6e3a7d91ad9de171c9f3fe935bd9b92aaffa5,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
079,explanation-data-info-img-1,explanation-data-info,Raster image,Academic knowledge-point infographic explaining Data vs information with a structured visual model.,"Data is raw facts and values. Information is data that has been processed, organised or interpreted so it has meaning. Raw data BookID=B144 , DueDate=2026-06-20 , Returned=FALSE Processing compare due date, filter not returned, group by student Information ""Amira has two overdue books and needs a reminder."" Loan dates, student IDs, book IDs Which students have overdue loans Temperatures, appointment times, patient IDs Patients needing urgent triage Online shop",c98f5e80f83e99da439f83ceec293e871eae5dcbcec88cbfe32834f8ac8ad1cd,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
