lesson,target_id,title,target_type,delivery_role,classroom_activity,status,implementation_id,rationale,content_hash
115,constants,Name fixed values so the algorithm explains itself,process,OPTIONAL,EXTEND,Implemented,explanation-constants,Explicit extension visual retained outside compulsory syllabus evidence.,d73e98d6ed64731d24f791d4980757d7457b80498b945469bf890876184b334d
115,declare,Declaration gives a name and a type before use,mechanism,OPTIONAL,EXTEND,Implemented,explanation-declare,Explicit extension visual retained outside compulsory syllabus evidence.,428a0a60ad09b5251495e76e397b715465b09171b91b7a38d6757cf468ae5901
115,declare-119,"Define a record, then save and read named fields",mechanism,CORE,TEACH,Implemented,explanation-declare-119,Maintained explanation target.,e3efad6e87844cf0f14dcb64f603114e331fb65acdbce20219a409fbc916d95d
115,model,Identifiers name storage locations,comparison,OPTIONAL,EXTEND,Implemented,explanation-model,Explicit extension visual retained outside compulsory syllabus evidence.,f789e4edfe44cd00c5e9eab0595867b2947ef6bf43f89d22c92475ec94431dd6
115,stage2-completion,"Define, read and save record data",process,CORE,TEACH,Planned,,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",
116,access,The index points to exactly one element,mechanism,CORE,TEACH,Implemented,explanation-access,Maintained explanation target.,d4de2dbdca88c44fb63b0b46228c973d46fc151d98a5f5876e8c38e6675e2ce6
116,declare,Bounds say which indexes are valid,mechanism,OPTIONAL,EXTEND,Implemented,explanation-declare,Explicit extension visual retained outside compulsory syllabus evidence.,16bb87eb601b3f3de7a841a5357944979fc13e227026f8bc7f1e182502627971
116,lookup,Access one element,mechanism,OPTIONAL,EXTEND,Implemented,explanation-lookup,Explicit extension visual retained outside compulsory syllabus evidence.,6359e6e3183aeffa00c3c71198732faf2da82d7dc9684148af5073957715e0b6
116,model,A one-dimensional array is a linear collection,comparison,CORE,TEACH,Implemented,explanation-model,Maintained explanation target.,6ceb60caf4ec3b4f4656f826636e77c19458670d8a1d92fa285dfa366a843dfb
116,model-117,Rows and columns create coordinates,comparison,CORE,TEACH,Implemented,explanation-model-117,Maintained explanation target.,9aae1699b40975b7c45d5db8880efd0dcc7d89e1608951b76eabcff2461513e4
116,pseudocode,Cambridge bounds and Java indexes are not the same habit,mechanism,CORE,TEACH,Implemented,explanation-pseudocode,Maintained explanation target.,d21b6f34360babdf8ca6ce6a1ec0c54ded9a8f4fbe210b071be69515e0a940a7
116,pseudocode-117,Do not import Java indexing into Cambridge answers,mechanism,CORE,TEACH,Implemented,explanation-pseudocode-117,Maintained explanation target.,6ffd09435d8893f5023c4f7ddbb403f5d3a9e80c8cde3c2c1e7785faa9c3b2bb
116,stage2-completion,"Array terminology, selection and one-dimensional pseudocode",process,CORE,TEACH,Planned,,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",
116,traversal,Use a loop to visit every element,mechanism,OPTIONAL,EXTEND,Implemented,explanation-traversal,Explicit extension visual retained outside compulsory syllabus evidence.,1fad86d41cbfae1db8bbe4d1e912fbac5fdc20e6a0a4e88f815d85c645418cb6
117,access,A cell needs row and column,mechanism,OPTIONAL,EXTEND,Implemented,explanation-access,Explicit extension visual retained outside compulsory syllabus evidence.,535f90282927bb226a983df43415d672af9e814a464a63dbc25df61b4e5fc741
117,declare,Two dimensions need two ranges,mechanism,OPTIONAL,EXTEND,Implemented,explanation-declare,Explicit extension visual retained outside compulsory syllabus evidence.,62bf0fb74fedd22e42e5d67bb85f06cef0ef2cc1c1e65f218fc84331bed72439
117,lookup,"Read Marks[Row, Column]",mechanism,OPTIONAL,EXTEND,Implemented,explanation-lookup,Explicit extension visual retained outside compulsory syllabus evidence.,7673ea9e13a3634e7c2d1540f92aa700cfffc9e6d8a5117d21abe5784547ae00
117,nested,"Outer row loop, inner column loop",mechanism,OPTIONAL,EXTEND,Implemented,explanation-nested,Explicit extension visual retained outside compulsory syllabus evidence.,93bab72544a06797072f225ca4428b5e37cebe6f2579d741a6efcfc45f8f9285
117,stage2-completion,Select and write two-dimensional arrays,process,CORE,TEACH,Planned,,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",
118,bubble,Why bubble sort repeats adjacent comparisons,process,CORE,TEACH,Implemented,explanation-bubble,Maintained explanation target.,ab23582e384a435fff40b3a35455dc9016cb6e4a3ebc93a8680fa62105de33f7
118,count,Increment only when a condition is true,mechanism,OPTIONAL,EXTEND,Implemented,explanation-count,Explicit extension visual retained outside compulsory syllabus evidence.,0fb852d19174f8b6c53f5b44708a268b6e33db6aa55a6b666b4239f87cd0883e
118,linear,Linear search checks each item in order,mechanism,CORE,TEACH,Implemented,explanation-linear,Maintained explanation target.,6363d880ea0eb202f4c01a0f0a940f2be099ed05ee859bb9635368cfbc67f0de
118,patterns,Four array algorithm patterns,process,OPTIONAL,EXTEND,Implemented,explanation-patterns,Explicit extension visual retained outside compulsory syllabus evidence.,997319beedb7da9841e1186dc4d2ad12c278f4833839a3bed5f1c3f5b8ac4eb4
118,pseudocode,"Same algorithm, different array syntax",process,OPTIONAL,EXTEND,Implemented,explanation-pseudocode,Explicit extension visual retained outside compulsory syllabus evidence.,11006125dbfa201ac34ebc9551a50526dc7667d0f463b20d95306d637a048707
118,search,Use a flag to remember whether the target appeared,mechanism,OPTIONAL,EXTEND,Implemented,explanation-search,Explicit extension visual retained outside compulsory syllabus evidence.,20328fabbdbe55632f23585701e01d456abf7d773aecfd3041f9fa03b8071b05
118,selector,Choose a scenario and inspect the matching template,mechanism,OPTIONAL,EXTEND,Implemented,explanation-selector,Explicit extension visual retained outside compulsory syllabus evidence.,7d261b8d86f699ce405d41617548f6c7b1b5f85688265d0a9e612c2e09db2cf7
118,stage2-completion,Array model required by search algorithms,comparison,CORE,TEACH,Planned,,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",
118,traversal,Visit every element once,mechanism,OPTIONAL,EXTEND,Implemented,explanation-traversal,Explicit extension visual retained outside compulsory syllabus evidence.,2de2a525c2050e184d395df6673a92a4dbc8d3abe3c875f342ecbf58b637c75d
118,update,Change selected elements,mechanism,OPTIONAL,EXTEND,Implemented,explanation-update,Explicit extension visual retained outside compulsory syllabus evidence.,ce910477e15a5062de5a03ec431a463e0380593ea552960d58a77f27c535f201
119,access,"Use the field name, not a numeric index",mechanism,OPTIONAL,EXTEND,Implemented,explanation-access,Explicit extension visual retained outside compulsory syllabus evidence.,4cbdb4a6f82fc8dc06f76b82fd190029f711172ca35c3bb97df564b37bbed6fd
119,array-vs-record,"Same type and index, or mixed fields and names?",comparison,OPTIONAL,EXTEND,Implemented,explanation-array-vs-record,Explicit extension visual retained outside compulsory syllabus evidence.,8111623142d02235265ce4e4a45ee6d1817fb39311257c0264787e368e52908a
119,concept,Composite data groups fields into one type,mechanism,OPTIONAL,EXTEND,Implemented,explanation-concept,Explicit extension visual retained outside compulsory syllabus evidence.,eb2c619eb477a4a0b58cde172737ed7784156df0e24044b4cca3f8ab38519d6c
119,lookup,Read one field from a record,mechanism,OPTIONAL,EXTEND,Implemented,explanation-lookup,Explicit extension visual retained outside compulsory syllabus evidence.,2d325bfce61e551735e7fa40f8086183bbce50798abe840754989b20f10f5c3d
119,pseudocode,"Same modelling idea, different syntax",comparison,OPTIONAL,EXTEND,Implemented,explanation-pseudocode,Explicit extension visual retained outside compulsory syllabus evidence.,e24dc5ec782f45aa36654e6eaeb77364b88fa91b7ea9b75f0f92c247dd4e1735
119,stage2-completion,Write linear-search and bubble-sort algorithms,process,CORE,TEACH,Planned,,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",
120,access,"Index first, then field name",mechanism,OPTIONAL,EXTEND,Implemented,explanation-access,Explicit extension visual retained outside compulsory syllabus evidence.,75345c37860ce045f7f4f73fe2492e2457f48df32e5190c9d5007616539e3e82
120,concept,"One array, many records, same record shape",mechanism,OPTIONAL,EXTEND,Implemented,explanation-concept,Explicit extension visual retained outside compulsory syllabus evidence.,81d343231fe4e27b7a7a54d78afab0b519b6aa97c09431bdd3d66f2565a682f4
120,declare,"Define the record type, then declare the array",mechanism,OPTIONAL,EXTEND,Implemented,explanation-declare,Explicit extension visual retained outside compulsory syllabus evidence.,e0c244b56837eeb8256c90a3d5d36e7d910693ba90df654a9b14e493b0696e14
120,explorer,Read a field from a selected record,mechanism,OPTIONAL,EXTEND,Implemented,explanation-explorer,Explicit extension visual retained outside compulsory syllabus evidence.,2e301429f44d94fb6c758660fa2be213dfc15e0ce03cabda1ee8829cacd23d4b
120,operations,"Search, count and update fields",process,OPTIONAL,EXTEND,Implemented,explanation-operations,Explicit extension visual retained outside compulsory syllabus evidence.,2c8ac655b83bfcd98dca7d6c1e9e142d0d04c4838537a30e5ddfd56d7b49af86
120,pseudocode,"Same structure, different syntax",mechanism,OPTIONAL,EXTEND,Implemented,explanation-pseudocode,Explicit extension visual retained outside compulsory syllabus evidence.,a3d480c1837a5e302a4c6b9eda3b35256fca156c3bd80fc9260abdc63a31267e
120,pseudocode-121,Cambridge pseudocode is the exam answer format,mechanism,CORE,TEACH,Implemented,explanation-pseudocode-121,Maintained explanation target.,e239386c5ba2e0a40780d243876ad702d60dcbf2868905718a8f193aacbc40db
120,stage2-completion,Why files are needed and how text-file pseudocode works,process,CORE,TEACH,Planned,,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",
120,traversal,A loop visits each record; field access uses the loop index,mechanism,OPTIONAL,EXTEND,Implemented,explanation-traversal,Explicit extension visual retained outside compulsory syllabus evidence.,c4902fc73b58651414e0c7fa3cd98782bad289b443aa41425531448e55bef9ff
121,concept,"A text file stores characters, usually processed one line at a time",process,OPTIONAL,EXTEND,Implemented,explanation-concept,Explicit extension visual retained outside compulsory syllabus evidence.,6a7070a24dc4bc37a45185f930142ce2893ad3ecbc0512c59a29b311e8daceb4
121,concept-123,An ADT is data together with permitted operations,mechanism,CORE,TEACH,Implemented,explanation-concept-123,Maintained explanation target.,d4f000f9a9b381d2dc3f39ff0b00465c2c63ecc8e486d3254c0f958966f3a79c
121,implementation,"Implement stack, queue and linked list using arrays",mechanism,CORE,TEACH,Implemented,explanation-implementation,Maintained explanation target.,808dde1b72639d0256d6f2e3e3812d10e01be8d59977b9f9e56c456ae33f1880
121,lifecycle,"Open, process, close",process,OPTIONAL,EXTEND,Implemented,explanation-lifecycle,Explicit extension visual retained outside compulsory syllabus evidence.,a739af058b376034043fe1caa1fa440b8dd1e62e892aeb7dbc7c62e3c459352a
121,mode-lab,Choose the correct file mode,mechanism,OPTIONAL,EXTEND,Implemented,explanation-mode-lab,Explicit extension visual retained outside compulsory syllabus evidence.,56d44fb6c7ab9ae4ec8b5ca28c1bdb343d7c73f649d8fe1d6655183458e6963a
121,modes,Choose the mode before touching the file,mechanism,OPTIONAL,EXTEND,Implemented,explanation-modes,Explicit extension visual retained outside compulsory syllabus evidence.,da7ca38204629d251410ab3acc169b90f8881aef5271ffef1d79d6ff46f178d7
121,queue,Why two ends create FIFO,process,CORE,TEACH,Implemented,explanation-queue,Maintained explanation target.,8f622f18fed5c73c2a00edd4e5b35e5027b3a498cc33c91b4e42e0edded1f77e
121,read,Use EOF so the loop stops at the end of the file,mechanism,OPTIONAL,EXTEND,Implemented,explanation-read,Explicit extension visual retained outside compulsory syllabus evidence.,4d09e917b7249fe60c2c5bb1609996270b798764e1d3b548342ecaea9613646d
121,reader,Step through a WHILE NOT EOF loop,mechanism,OPTIONAL,EXTEND,Implemented,explanation-reader,Explicit extension visual retained outside compulsory syllabus evidence.,9270a71b380c46a52ec08924c7c135275ad0d660bbf1c8abce96f51312fdfc17
121,records,A text line often represents one record,mechanism,OPTIONAL,EXTEND,Implemented,explanation-records,Explicit extension visual retained outside compulsory syllabus evidence.,92cda65795b6753a7f00a4732dff02f9e65603488b3f49aec7983e11340eb72f
121,stack,Why one open end creates LIFO,process,CORE,TEACH,Implemented,explanation-stack,Maintained explanation target.,45b2d34934bd64de57b18bd78e9da022c0b5e4c28a1d248cbaae733a265034f2
121,stage2-completion,Abstract data types and array-based operations,process,CORE,TEACH,Planned,,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",
121,write,Write creates a new result; append adds to the existing story,mechanism,OPTIONAL,EXTEND,Implemented,explanation-write,Explicit extension visual retained outside compulsory syllabus evidence.,d93fa2067b5270692b2b49ace897f5a156fc56b211ca653cc2d4263589eafe6d
122,concept,CSV-style means separated fields in a fixed order,mechanism,OPTIONAL,EXTEND,Implemented,explanation-concept,Explicit extension visual retained outside compulsory syllabus evidence.,0da30381428a39c8d0cdf8c7f9ce60817e3a224e5236eb6f019964d77d82c1db
122,format,Design the format before writing code,mechanism,OPTIONAL,EXTEND,Implemented,explanation-format,Explicit extension visual retained outside compulsory syllabus evidence.,b4e949ca9b00a99741eda9f2f1e9ea322581d01fb15acacb0ecd492c3896a485
122,parse,Use question-supplied CSV functions exactly,mechanism,OPTIONAL,EXTEND,Implemented,explanation-parse,Explicit extension visual retained outside compulsory syllabus evidence.,c3373eae13b529ccd6ba29bbb01b0622ea7e76275b4c8bc5a7533878c354ea4f
122,parser,Split a line into fields,mechanism,OPTIONAL,EXTEND,Implemented,explanation-parser,Explicit extension visual retained outside compulsory syllabus evidence.,05dad7c5b38f2e6271a839251bf31ca90e1b05344d3d6e4890a262b1644a2eb8
122,pseudocode,Question-supplied functions versus Java methods,mechanism,OPTIONAL,EXTEND,Implemented,explanation-pseudocode,Explicit extension visual retained outside compulsory syllabus evidence.,99f63a4db6847de85c03c77003a9c63954c97622d23652fd0ff3f2addd7af356
122,stage2-completion,"Choosing stack, queue or linked list",process,CORE,TEACH,Planned,,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",
122,types,Convert CSV text before numeric comparison,mechanism,OPTIONAL,EXTEND,Implemented,explanation-types,Explicit extension visual retained outside compulsory syllabus evidence.,a5775571510b93dd46d1027661d5923b83f1bc72d0745a92df69ea46edf9219b
